Suburb,Rooms,Type,Price,Method,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Mount Waverley,3,h,,PI,Harcourts,14.2,3,2,4,,162,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,1100000,VB,Fletchers,14.2,3,1,1,728,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,4,h,,PI,Harcourts,14.2,4,2,2,877,238,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,4,h,1560000,PI,Jellis,14.2,4,2,2,836,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,4,h,,SS,Harcourts,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,6,h,,VB,Jellis,14.2,6,3,2,731,170,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,1400000,PI,hockingstuart,14.2,3,1,2,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,,VB,Jellis,14.2,3,2,1,287,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,4,t,1000000,PI,McGrath,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,4,h,1250000,VB,Jellis,14.2,4,2,3,728,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,5,h,,PI,Harcourts,14.2,5,5,5,660,158,Monash City Council,Eastern Metropolitan,13366
Mulgrave,3,u,722000,S,Ray,18.8,,,,,,Monash City Council,South-Eastern Metropolitan,7113
Mulgrave,4,h,790000,VB,Barry,18.8,4,2,2,1078,,Monash City Council,South-Eastern Metropolitan,7113
Mulgrave,4,h,1191000,S,Win,18.8,4,3,2,,,Monash City Council,South-Eastern Metropolitan,7113
Murrumbeena,3,u,925000,S,Woodards,10.1,,,,,,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,3,h,1440000,PI,Jellis,10.1,3,1,4,,,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,5,h,1700000,S,Buxton,10.1,5,3,4,,250,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,4,t,1601000,S,Buxton,10.1,4,3,2,,222,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,3,h,,SN,Woodards,10.1,3,2,3,,257,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,3,h,1350000,SP,Thomson,10.1,3,1,2,,,Glen Eira City Council,Southern Metropolitan,4442
Murrumbeena,3,t,1150000,PI,Buxton/Marshall,10.1,3,4,2,301,,Glen Eira City Council,Southern Metropolitan,4442
Newport,2,u,676000,SP,Jas,6.2,,,,,,Hobsons Bay City Council,Western Metropolitan,5498
Newport,3,h,975000,SP,Raine,6.2,3,1,1,,,Hobsons Bay City Council,Western Metropolitan,5498
Newport,4,h,,PI,Sweeney,6.2,4,3,3,,216,Hobsons Bay City Council,Western Metropolitan,5498
Newport,3,h,,S,Barlow,6.2,3,2,3,,148,Hobsons Bay City Council,Western Metropolitan,5498
Niddrie,3,u,700000,PI,Brad,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,2291
Niddrie,2,u,650000,SP,Barry,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,2291
Niddrie,2,u,686500,S,Barry,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,2291
Niddrie,1,u,360000,PI,Biggin,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,2291
Niddrie,4,h,1250000,S,Barry,10.4,4,3,1,325,413,Moonee Valley City Council,Western Metropolitan,2291
Niddrie,3,h,810000,SP,Barry,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,2291
Niddrie,3,h,810000,SP,Barry,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,2291
Noble Park,2,u,447000,SP,iSell,22.7,,,,,,Greater Dandenong City Council,South-Eastern Metropolitan,11806
Noble Park,2,u,,S,Barry,22.7,,,,,,Greater Dandenong City Council,South-Eastern Metropolitan,11806
Noble Park,3,h,,W,Barry,22.7,3,1,3,689,148,Greater Dandenong City Council,South-Eastern Metropolitan,11806
Noble Park,3,h,815000,S,Barry,22.7,3,2,2,,197,Greater Dandenong City Council,South-Eastern Metropolitan,11806
Noble Park,3,h,,S,Barry,22.7,3,1,,,,Greater Dandenong City Council,South-Eastern Metropolitan,11806
North Melbourne,2,h,850000,VB,Nelson,1.8,2,1,,119,81,Melbourne City Council,Northern Metropolitan,6821
Northcote,2,h,975000,VB,Nelson,5.3,2,1,1,131,,Darebin City Council,Northern Metropolitan,11364
Northcote,3,h,1090000,S,Nelson,5.3,3,1,,262,,Darebin City Council,Northern Metropolitan,11364
Northcote,3,h,,SS,Woodards,5.3,3,2,0,268,,Darebin City Council,Northern Metropolitan,11364
Northcote,4,h,2280000,SP,Jellis,5.3,4,3,2,432,,Darebin City Council,Northern Metropolitan,11364
Northcote,2,u,,PI,McGrath,5.3,,,,,,Darebin City Council,Northern Metropolitan,11364
Northcote,3,h,1660000,S,Jellis,5.3,3,2,0,345,110,Darebin City Council,Northern Metropolitan,11364
Northcote,3,h,1870000,S,Jellis,5.3,3,2,1,,,Darebin City Council,Northern Metropolitan,11364
Northcote,4,h,,SP,Jellis,5.3,4,2,2,,,Darebin City Council,Northern Metropolitan,11364
Northcote,3,h,1350000,SA,Jellis,5.3,,,,,,Darebin City Council,Northern Metropolitan,11364
Nunawading,3,h,1100000,S,Barry,15.4,3,1,2,703,,Manningham City Council,Eastern Metropolitan,4973
Oak Park,3,h,837500,S,Stockdale,11.2,3,2,2,536,,Moreland City Council,Northern Metropolitan,2651
Oak Park,2,u,625000,S,Nelson,11.2,2,2,1,,103,Moreland City Council,Northern Metropolitan,2651
Oakleigh,4,h,,S,Woodards,12.3,4,2,1,,174,Monash City Council,Southern Metropolitan,3224
Oakleigh,2,h,890000,SP,Ray,12.3,2,2,3,521,,Monash City Council,Southern Metropolitan,3224
Oakleigh South,3,h,1030000,S,Buxton,15.5,3,1,2,,,Kingston City Council,South-Eastern Metropolitan,3692
Officer,4,h,563000,S,Ray,43.3,4,2,2,430,155,Cardinia Shire Council,Eastern Victoria,2768
Ormond,3,h,1650000,PI,Buxton,11.4,3,2,2,581,,Glen Eira City Council,Southern Metropolitan,3578
Ormond,3,h,1370000,PI,Gary,11.4,3,2,2,290,168,Glen Eira City Council,Southern Metropolitan,3578
Pakenham,4,h,571000,S,O'Brien,47.3,4,2,1,799,159,Cardinia Shire Council,Eastern Victoria,17384
Pakenham,3,h,480000,SP,Just,47.3,3,1,2,650,109,Cardinia Shire Council,Eastern Victoria,17384
Parkdale,3,h,1140000,S,Buxton,21.5,3,2,2,652,165,Kingston City Council,South-Eastern Metropolitan,5087
Parkdale,3,t,1210000,SP,Buxton,21.5,,,,,,Kingston City Council,South-Eastern Metropolitan,5087
Pascoe Vale,2,h,755000,SP,Stockdale,8.5,2,1,1,441,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,u,496000,S,Brad,8.5,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,u,555000,SP,Brad,8.5,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,1190000,S,Brad,8.5,2,1,1,868,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,2,h,825500,S,Brad,8.5,2,1,1,436,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,1180000,S,Nelson,8.5,3,2,1,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,u,740000,S,Nelson,8.5,,,,,,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,1110000,S,Brad,8.5,3,2,2,407,154,Moreland City Council,Northern Metropolitan,7485
Pascoe Vale,3,h,1000000,S,Barry,8.5,3,1,2,,133,Moreland City Council,Northern Metropolitan,7485
Plumpton,3,h,605000,S,YPA,23.8,,,,,,Melton City Council,Western Metropolitan,1490
Point Cook,3,h,650000,S,Ray,14.7,3,2,2,,,Wyndham City Council,Western Metropolitan,15542
Point Cook,4,h,,PI,Barry,14.7,4,2,4,706,,Wyndham City Council,Western Metropolitan,15542
Point Cook,4,h,655000,S,LJ,14.7,4,2,2,528,193,Wyndham City Council,Western Metropolitan,15542
Point Cook,4,h,,W,Gunn&Co,14.7,4,2,2,700,,Wyndham City Council,Western Metropolitan,15542
Port Melbourne,4,h,3400000,PI,RT,3.5,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1200000,VB,Greg,3.5,2,2,1,122,126,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,790000,S,Marshall,3.5,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,5,h,2725000,PI,Marshall,3.5,5,3,0,249,210,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,u,550000,VB,Greg,3.5,,,,,,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,3,h,,S,Marshall,3.5,3,1,1,251,138,Melbourne City Council,Southern Metropolitan,8648
Port Melbourne,2,h,1100000,S,Cayzer,3.5,2,1,,113,,Melbourne City Council,Southern Metropolitan,8648
Prahran,2,h,,VB,hockingstuart,4.6,2,1,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,1,u,405000,S,Gary,4.6,,,,,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,t,,SP,Marshall,4.6,2,2,1,130,126,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,h,1550000,S,Jellis,4.6,2,2,0,148,,Stonnington City Council,Southern Metropolitan,7717
Prahran,2,u,613000,S,Purplebricks,4.6,,,,,,Stonnington City Council,Southern Metropolitan,7717
Preston,3,h,880000,S,McGrath,8.4,3,1,3,581,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,770000,S,Barry,8.4,2,1,1,358,,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,,S,Nelson,8.4,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,1500000,SP,McGrath,8.4,4,2,2,424,232,Darebin City Council,Northern Metropolitan,14577
Preston,5,h,1420000,PI,McGrath,8.4,5,3,2,,317,Darebin City Council,Northern Metropolitan,14577
Preston,2,u,690000,S,Nelson,8.4,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1081000,S,RW,8.4,3,1,4,489,155,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,780000,VB,hockingstuart,8.4,2,1,0,,109,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,960000,PI,Barry,8.4,2,1,2,,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,1002000,PI,Woodards,8.4,3,2,4,,,Darebin City Council,Northern Metropolitan,14577
Preston,2,h,705000,S,Nelson,8.4,,,,,,Darebin City Council,Northern Metropolitan,14577
Preston,4,h,1000500,SP,Nelson,8.4,4,2,2,,,Darebin City Council,Northern Metropolitan,14577
Preston,3,h,700000,PI,Love,8.4,3,1,1,,,Darebin City Council,Northern Metropolitan,14577
Reservoir,2,h,651000,S,Love,12,2,1,2,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,,SP,Nelson,12,2,1,2,490,99,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,468000,S,Ray,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,h,870000,S,hockingstuart,12,2,1,1,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,885000,PI,Nelson,12,4,1,2,676,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,980000,S,hockingstuart,12,3,1,4,694,131,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,,PI,Ray,12,4,3,5,799,,Darebin City Council,Northern Metropolitan,21650
Reservoir,1,u,345500,S,Stockdale,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,4,h,941000,S,hockingstuart,12,4,3,1,753,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,835000,S,HAR,12,3,1,2,700,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,505000,SP,Flannagan,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,800000,S,Love,12,3,1,1,863,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,925000,S,Barry,12,3,1,2,837,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,770000,S,Love,12,3,1,4,861,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,h,,SP,Nelson,12,3,1,1,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,562690,SP,Love,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,335000,PI,Barry,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,2,u,580000,S,Barry,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Reservoir,3,t,678913,SP,Barry,12,,,,,,Darebin City Council,Northern Metropolitan,21650
Richmond,1,u,456000,S,Biggin,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,,PI,Biggin,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,,SP,Jellis,2.4,2,1,,,105,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,2200000,S,Biggin,2.4,3,2,1,155,171,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,,PI,Ray,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1705000,S,Biggin,2.4,3,2,1,229,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,961000,SP,hockingstuart,2.4,2,1,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,t,900000,S,Jellis,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,400000,PI,hockingstuart,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,t,1190000,S,Jellis,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,1250000,SP,Biggin,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,310000,S,hockingstuart,2.4,2,1,1,,,Yarra City Council,Northern Metropolitan,14949
Richmond,1,u,495000,S,Biggin,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,h,1360000,SP,Jellis,2.4,2,1,,139,65,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,455000,S,hockingstuart,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,2,u,,S,Jellis,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
Richmond,3,h,,PI,Biggin,2.4,3,1,,201,90,Yarra City Council,Northern Metropolitan,14949
Ringwood,3,h,767500,S,Noel,19.9,3,2,2,,147,Maroondah City Council,Eastern Metropolitan,7785
Ringwood,5,h,1230000,S,Barry,19.9,5,3,2,591,195,Maroondah City Council,Eastern Metropolitan,7785
Ringwood,3,h,875000,S,McGrath,19.9,3,2,1,,,Maroondah City Council,Eastern Metropolitan,7785
Ringwood East,3,h,,W,Barry,21.3,3,2,2,700,20,Maroondah City Council,Eastern Metropolitan,4407
Ringwood East,4,h,1675000,VB,Fletchers,21.3,4,3,2,1633,254,Maroondah City Council,Eastern Metropolitan,4407
Ringwood East,3,h,861000,SP,Barry,21.3,3,2,2,390,,Maroondah City Council,Eastern Metropolitan,4407
Ringwood East,3,h,840000,S,Fletchers,21.3,3,2,1,559,,Maroondah City Council,Eastern Metropolitan,4407
Ringwood East,3,h,875000,PI,Harcourts,21.3,3,2,6,576,,Maroondah City Council,Eastern Metropolitan,4407
Ringwood East,4,h,1006000,S,Ray,21.3,4,2,2,,,Maroondah City Council,Eastern Metropolitan,4407
Ringwood North,4,h,870000,SA,Philip,19.9,4,2,2,,,Manningham City Council,Eastern Metropolitan,3619
Ringwood North,4,h,1080000,PI,Philip,19.9,4,2,2,710,,Manningham City Council,Eastern Metropolitan,3619
Rosanna,2,u,650000,VB,Nelson,8.9,,,,,,Banyule City Council,Eastern Metropolitan,3540
Rowville,4,h,,SN,Stockdale,23.5,,,,,,Knox City Council,South-Eastern Metropolitan,11667
Roxburgh Park,3,h,431000,S,Ray,20.6,3,2,2,245,134,Hume City Council,Northern Metropolitan,5833
Roxburgh Park,3,h,575000,S,Barry,20.6,3,2,2,505,164,Hume City Council,Northern Metropolitan,5833
Sandringham,3,h,1800000,VB,Hodges,15.2,3,1,3,,,Bayside City Council,Southern Metropolitan,4497
Sandringham,3,h,1761000,S,Buxton,15.2,3,2,2,511,,Bayside City Council,Southern Metropolitan,4497
Sandringham,4,h,1900000,SP,Buxton,15.2,4,2,3,,210,Bayside City Council,Southern Metropolitan,4497
Sandringham,4,h,2200000,S,Buxton,15.2,4,2,2,589,20,Bayside City Council,Southern Metropolitan,4497
Sandringham,4,h,,S,Marshall,15.2,4,3,0,389,,Bayside City Council,Southern Metropolitan,4497
Sandringham,2,u,750000,PI,Buxton,15.2,,,,,,Bayside City Council,Southern Metropolitan,4497
Sandringham,3,h,1940000,S,Hodges,15.2,3,2,4,,,Bayside City Council,Southern Metropolitan,4497
Seaford,3,h,650000,VB,Property,35.4,3,1,1,694,,Frankston City Council,South-Eastern Metropolitan,8077
Seaford,3,h,850000,S,hockingstuart/hockingstuart,35.4,3,1,3,700,118,Frankston City Council,South-Eastern Metropolitan,8077
Skye,3,h,520000,SP,Harcourts,34.7,3,1,1,485,96,Frankston City Council,South-Eastern Metropolitan,2756
South Melbourne,2,u,1272000,S,Greg,1.9,,,,,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,u,900000,PI,Buxton,1.9,,,,,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,h,,VB,Greg,1.9,2,2,,9198,135,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,,S,Marshall,1.9,3,1,2,126,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,4,h,,S,Greg,1.9,4,2,,207,165,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,3,h,1071000,S,Greg,1.9,3,1,,6880,,Port Phillip City Council,Southern Metropolitan,5943
South Melbourne,2,h,1200000,S,WHITEFOX,1.9,2,1,1,111,,Port Phillip City Council,Southern Metropolitan,5943
South Morang,3,h,,PI,Barry,20.5,,,,,,Whittlesea City Council,Northern Metropolitan,7969
South Morang,4,h,870000,PI,Morrison,20.5,4,2,2,512,298,Whittlesea City Council,Northern Metropolitan,7969
South Morang,3,h,555000,S,HAR,20.5,3,2,2,,125,Whittlesea City Council,Northern Metropolitan,7969
South Morang,4,h,621000,S,Stockdale,20.5,4,2,2,568,170,Whittlesea City Council,Northern Metropolitan,7969
South Morang,3,h,612000,S,HAR,20.5,3,2,2,348,140,Whittlesea City Council,Northern Metropolitan,7969
South Yarra,3,h,,PI,Kay,2.7,3,2,3,,233,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,407800,S,hockingstuart,2.7,,,,,,Melbourne City Council,Southern Metropolitan,14887
South Yarra,3,h,,PI,hockingstuart,2.7,3,2,,151,140,Melbourne City Council,Southern Metropolitan,14887
South Yarra,1,u,425000,S,RT,2.7,,,,,,Melbourne City Council,Southern Metropolitan,14887
Southbank,3,h,,VB,Greg,0.7,3,1,1,,230,Melbourne City Council,Southern Metropolitan,8400
Spotswood,3,u,882000,SP,McGrath,6.2,3,2,2,205,,Hobsons Bay City Council,Western Metropolitan,1223
Springvale,4,h,,PI,Paul,20.8,4,2,4,,,Greater Dandenong City Council,South-Eastern Metropolitan,7412
Springvale South,3,h,,S,Barry,22.2,3,1,2,,,Greater Dandenong City Council,South-Eastern Metropolitan,4054
St Albans,2,h,642000,S,Barry,14,2,1,2,476,,Brimbank City Council,Western Metropolitan,14042
St Albans,3,h,477500,SA,Barry,14,3,1,1,,,Brimbank City Council,Western Metropolitan,14042
St Albans,3,h,,PI,Barry,14,3,1,2,539,105,Brimbank City Council,Western Metropolitan,14042
St Albans,3,h,650000,SP,Ray,14,3,2,5,554,,Brimbank City Council,Western Metropolitan,14042
St Albans,4,h,660000,S,Purplebricks,14,4,2,4,582,185,Brimbank City Council,Western Metropolitan,14042
St Albans,5,h,620000,S,Bells,14,5,3,2,534,107,Brimbank City Council,Western Metropolitan,14042
St Albans,4,h,620000,S,Barry,14,4,1,2,535,172,Brimbank City Council,Western Metropolitan,14042
St Albans,3,h,695000,SP,YPA,14,3,1,3,696,,Brimbank City Council,Western Metropolitan,14042
St Kilda,2,u,460000,VB,Buxton,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,h,961000,PI,Gary,5,3,1,,214,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,3,u,670000,S,Buxton,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,400000,PI,Wilson,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,400000,PI,Wilson,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,465000,SP,Biggin,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,768000,S,Marshall,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,580000,VB,R&H,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,630000,S,Gary,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,1,u,491000,S,Wilson,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
St Kilda,2,u,735000,PI,Wilson,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
Strathmore,3,h,1400000,S,Nelson,8.2,3,2,2,517,529,Moonee Valley City Council,Western Metropolitan,3284
Strathmore Heights,3,t,800000,VB,Nelson,8.2,3,2,2,306,206,Moonee Valley City Council,Western Metropolitan,389
Sunbury,5,h,675000,S,Barry,31.7,5,2,2,724,247,Hume City Council,Western Metropolitan,14092
Sunbury,2,h,367000,SP,L,31.7,2,1,2,452,100,Hume City Council,Western Metropolitan,14092
Sunbury,4,h,565000,S,Hayeswinckle,31.7,4,2,2,585,,Hume City Council,Western Metropolitan,14092
Sunbury,3,h,453000,SP,YPA,31.7,3,2,1,,,Hume City Council,Western Metropolitan,14092
Sunbury,3,h,480000,S,Barry,31.7,3,2,2,716,,Hume City Council,Western Metropolitan,14092
Sunbury,4,h,,VB,L,31.7,4,2,3,,,Hume City Council,Western Metropolitan,14092
Sunbury,3,h,700000,S,Leeburn,31.7,3,2,3,1011,,Hume City Council,Western Metropolitan,14092
Sunbury,3,h,465000,SP,Raine,31.7,3,1,1,566,115,Hume City Council,Western Metropolitan,14092
Sunshine,3,h,772500,S,Douglas,10.5,3,1,2,,106,Brimbank City Council,Western Metropolitan,3755
Sunshine,2,h,760000,S,Barry,10.5,2,1,1,,107,Brimbank City Council,Western Metropolitan,3755
Sunshine,3,h,975000,PI,Jas,10.5,3,1,4,695,145,Brimbank City Council,Western Metropolitan,3755
Sunshine,2,u,537000,PI,Jas,10.5,,,,,,Brimbank City Council,Western Metropolitan,3755
Sunshine North,3,h,705000,SP,Barry,10.5,3,1,,695,697,Brimbank City Council,Western Metropolitan,4217
Sunshine North,3,u,560000,S,S&L,10.5,,,,,,Brimbank City Council,Western Metropolitan,4217
Sunshine North,2,h,722000,S,Barry,10.5,2,1,1,,105,Brimbank City Council,Western Metropolitan,4217
Sunshine West,4,h,,PI,Ray,10.5,4,2,2,,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,720000,PI,Jas,10.5,3,1,4,,,Brimbank City Council,Western Metropolitan,6763
Sunshine West,4,h,790000,S,Brad,10.5,4,2,2,,216,Brimbank City Council,Western Metropolitan,6763
Sunshine West,3,h,640000,PI,Barry,10.5,3,2,4,,,Brimbank City Council,Western Metropolitan,6763
Surrey Hills,4,t,,SP,Jellis,10.2,,,,,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,5,h,,S,Marshall,10.2,5,3,5,1003,254,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,2,u,682500,S,Ross,10.2,,,,,,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,4,h,,S,Marshall,10.2,4,2,1,,160,Boroondara City Council,Southern Metropolitan,5457
Surrey Hills,2,u,771000,S,Jellis,10.2,,,,,,Boroondara City Council,Southern Metropolitan,5457
Sydenham,4,h,,W,Prof.,18,4,2,2,557,,Brimbank City Council,Western Metropolitan,3640
Sydenham,3,u,480000,SP,FN,18,,,,,,Brimbank City Council,Western Metropolitan,3640
Sydenham,4,h,705000,S,Barry,18,4,2,2,558,,Brimbank City Council,Western Metropolitan,3640
Tarneit,4,h,,PI,S&L,18.4,4,2,4,,245,Wyndham City Council,Western Metropolitan,10160
Tarneit,3,h,528000,SP,CarlinSmith,18.4,,,,,,Wyndham City Council,Western Metropolitan,10160
Tarneit,4,h,,W,S&L,18.4,4,2,6,704,195,Wyndham City Council,Western Metropolitan,10160
Taylors Hill,4,h,621000,PI,O'Brien,18,4,2,2,,,Melton City Council,Western Metropolitan,4242
Taylors Lakes,3,h,760000,S,Nelson,15.5,3,2,2,,,Brimbank City Council,Western Metropolitan,5336
Taylors Lakes,4,h,836000,S,Barry,15.5,4,2,2,700,223,Brimbank City Council,Western Metropolitan,5336
Taylors Lakes,5,h,725000,S,Barry,15.5,5,3,4,640,269,Brimbank City Council,Western Metropolitan,5336
Taylors Lakes,4,h,681500,S,Prof.,15.5,3,2,2,650,,Brimbank City Council,Western Metropolitan,5336
Taylors Lakes,4,h,700000,PI,Barry,15.5,4,2,3,723,,Brimbank City Council,Western Metropolitan,5336
Templestowe,4,h,,S,Fletchers,15.5,4,2,2,,196,Manningham City Council,Eastern Metropolitan,6202
Templestowe,4,h,,PN,Barry,15.5,4,2,2,813,182,Manningham City Council,Eastern Metropolitan,6202
Templestowe,5,h,1551000,SP,Barry,15.5,,,,,,Manningham City Council,Eastern Metropolitan,6202
Templestowe,3,t,1100000,VB,Fletchers,15.5,,,,,,Manningham City Council,Eastern Metropolitan,6202
Templestowe,3,h,,W,Upside,15.5,3,2,2,,,Manningham City Council,Eastern Metropolitan,6202
Templestowe,4,h,1155000,S,Barry,15.5,4,2,2,816,,Manningham City Council,Eastern Metropolitan,6202
Templestowe,3,h,1550000,S,hockingstuart,15.5,3,2,2,609,,Manningham City Council,Eastern Metropolitan,6202
Templestowe,5,h,1950000,PI,Noel,15.5,5,3,2,585,275,Manningham City Council,Eastern Metropolitan,6202
Templestowe Lower,4,h,1050000,VB,Fletchers,12.4,4,2,,754,,Manningham City Council,Eastern Metropolitan,5420
Thomastown,3,h,657000,S,Ray,15.3,3,1,1,542,105,Whittlesea City Council,Northern Metropolitan,7955
Thomastown,2,u,,PI,hockingstuart,15.3,,,,,,Whittlesea City Council,Northern Metropolitan,7955
Thomastown,4,h,645000,S,HAR,15.3,4,1,4,530,103,Whittlesea City Council,Northern Metropolitan,7955
Thomastown,3,h,740500,S,HAR,15.3,3,1,4,641,,Whittlesea City Council,Northern Metropolitan,7955
Thornbury,2,u,,PI,hockingstuart,7,,,,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,h,1250000,S,Jellis,7,2,1,1,338,107,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,h,1234500,S,Darren,7,2,1,1,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,1,u,374060,SP,Harcourts,7,,,,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,u,,SP,Love,7,,,,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,h,665000,SP,McGrath,7,,,,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,3,h,1211000,S,Woodards,7,3,2,2,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,2,u,705000,S,Woodards,7,,,,,,Darebin City Council,Northern Metropolitan,8870
Thornbury,1,u,280000,VB,Nelson,7,,,,,,Darebin City Council,Northern Metropolitan,8870
